module_id,outcome,timestamp,duration,timestep,module_type,user_id
6941cb39,False,1144632973,12.0,1,assessment,daf5d3a7
cf5612f4,False,1144632978,3.0,1,assessment,daf5d3a7
b9db4472,False,1144632987,8.0,1,assessment,daf5d3a7
f9ee4bac,False,1144632991,3.0,1,assessment,daf5d3a7
369ff72f,False,1144633009,12.0,1,assessment,daf5d3a7
369ff72f,False,1144633013,1.0,2,assessment,daf5d3a7
b9db4472,False,1144633035,21.0,2,assessment,daf5d3a7
f9ee4bac,False,1144633041,4.0,2,assessment,daf5d3a7
6941cb39,False,1144633052,10.0,2,assessment,daf5d3a7
cf5612f4,False,1144633055,1.0,2,assessment,daf5d3a7
4934b50c,False,1144633062,7.0,1,assessment,daf5d3a7
ed6a9fb3,False,1144633068,2.0,1,assessment,daf5d3a7
cf5612f4,False,1144633075,1.0,3,assessment,daf5d3a7
369ff72f,False,1144633109,14.0,3,assessment,daf5d3a7
6941cb39,False,1144633113,3.0,3,assessment,daf5d3a7
f9ee4bac,False,1144633114,1.0,3,assessment,daf5d3a7
b9db4472,False,1144633117,2.0,3,assessment,daf5d3a7
4934b50c,False,1144633125,5.0,2,assessment,daf5d3a7
d913fc81,False,1144633247,8.0,1,assessment,daf5d3a7
4b605899,False,1144633306,5.0,1,assessment,daf5d3a7
24eba6a7,False,1144633329,5.0,1,assessment,daf5d3a7
1d226800,False,1144633364,3.0,1,assessment,daf5d3a7
eb9a5c9e,False,1144633390,4.0,1,assessment,daf5d3a7
68c49520,False,1144633449,34.0,1,assessment,daf5d3a7
1d226800,False,1144633459,6.0,2,assessment,daf5d3a7
4b605899,False,1144633953,4.0,2,assessment,daf5d3a7
eb9a5c9e,False,1144633958,3.0,2,assessment,daf5d3a7
d913fc81,False,1144633975,5.0,2,assessment,daf5d3a7
24eba6a7,False,1144634025,4.0,2,assessment,daf5d3a7
4934b50c,False,1144634115,6.0,3,assessment,daf5d3a7
ed6a9fb3,False,1144634122,3.0,2,assessment,daf5d3a7
cf5612f4,True,1144634127,2.0,4,assessment,daf5d3a7
f9ee4bac,True,1144634140,2.0,4,assessment,daf5d3a7
369ff72f,True,1144634147,6.0,4,assessment,daf5d3a7
6941cb39,True,1144634152,4.0,4,assessment,daf5d3a7
b9db4472,True,1144634241,34.0,4,assessment,daf5d3a7
eb9a5c9e,False,1144634276,5.0,3,assessment,daf5d3a7
68c49520,False,1144634292,3.0,2,assessment,daf5d3a7
24eba6a7,False,1144634324,4.0,3,assessment,daf5d3a7
1d226800,False,1144634398,52.0,3,assessment,daf5d3a7
4934b50c,True,1144634469,5.0,4,assessment,daf5d3a7
4b605899,True,1144634477,5.0,3,assessment,daf5d3a7
ed6a9fb3,True,1144634489,2.0,3,assessment,daf5d3a7
d913fc81,False,1144634506,4.0,3,assessment,daf5d3a7
eb9a5c9e,False,1144634515,6.0,4,assessment,daf5d3a7
24eba6a7,False,1144634532,4.0,4,assessment,daf5d3a7
1d226800,False,1144634538,4.0,4,assessment,daf5d3a7
68c49520,False,1144634571,9.0,3,assessment,daf5d3a7
68c49520,True,1144634624,2.0,4,assessment,daf5d3a7
1d226800,True,1144634630,4.0,5,assessment,daf5d3a7
d913fc81,True,1144634633,3.0,4,assessment,daf5d3a7
eb9a5c9e,True,1144634637,3.0,5,assessment,daf5d3a7
24eba6a7,True,1144634640,2.0,5,assessment,daf5d3a7
cf5612f4,True,1144634655,7.0,5,assessment,daf5d3a7
369ff72f,True,1144634741,27.0,5,assessment,daf5d3a7
ed6a9fb3,True,1144634748,2.0,4,assessment,daf5d3a7
6941cb39,True,1144635124,2.0,5,assessment,daf5d3a7
f9ee4bac,True,1144635132,2.0,5,assessment,daf5d3a7
b9db4472,True,1144635135,2.0,5,assessment,daf5d3a7
4b605899,False,1144635167,1.0,4,assessment,daf5d3a7
eb9a5c9e,True,1144635233,2.0,6,assessment,daf5d3a7
24eba6a7,True,1144635235,2.0,6,assessment,daf5d3a7
68c49520,True,1144635238,2.0,5,assessment,daf5d3a7
4b605899,True,1144635336,8.0,5,assessment,daf5d3a7
4b605899,True,1144635474,2.0,6,assessment,daf5d3a7
1d226800,True,1144635480,5.0,6,assessment,daf5d3a7
4934b50c,True,1144635510,1.0,5,assessment,daf5d3a7
d913fc81,True,1144635544,5.0,5,assessment,daf5d3a7
369ff72f,True,1144635547,3.0,6,assessment,daf5d3a7
ed6a9fb3,True,1144635550,2.0,5,assessment,daf5d3a7
4934b50c,True,1144698653,3.0,6,assessment,daf5d3a7
4b605899,True,1144698676,4.0,7,assessment,daf5d3a7
eb9a5c9e,True,1144698702,2.0,7,assessment,daf5d3a7
68c49520,False,1144698710,3.0,6,assessment,daf5d3a7
6941cb39,True,1144698812,2.0,6,assessment,daf5d3a7
f9ee4bac,True,1144698817,2.0,6,assessment,daf5d3a7
b9db4472,True,1144698820,2.0,6,assessment,daf5d3a7
d913fc81,True,1144698893,5.0,6,assessment,daf5d3a7
cf5612f4,True,1144698974,1.0,6,assessment,daf5d3a7
369ff72f,True,1144698981,4.0,7,assessment,daf5d3a7
ed6a9fb3,True,1144698985,2.0,6,assessment,daf5d3a7
24eba6a7,True,1144699028,2.0,7,assessment,daf5d3a7
1d226800,True,1144699033,2.0,7,assessment,daf5d3a7
6b003452,False,1144783396,8.0,1,assessment,daf5d3a7
8468bd9b,False,1144783416,15.0,1,assessment,daf5d3a7
0e7998b5,False,1144783425,6.0,1,assessment,daf5d3a7
ba7f8353,False,1144783431,5.0,1,assessment,daf5d3a7
05c618f4,False,1144783440,6.0,1,assessment,daf5d3a7
9b007896,False,1144783453,6.0,1,assessment,daf5d3a7
8d525318,False,1144783458,3.0,1,assessment,daf5d3a7
ab50cacc,False,1144783463,4.0,1,assessment,daf5d3a7
049419e7,False,1144783469,4.0,1,assessment,daf5d3a7
9f6b339b,True,1144783476,4.0,1,assessment,daf5d3a7
2c8fe61f,False,1144783483,6.0,1,assessment,daf5d3a7
90c3e515,False,1144783491,7.0,1,assessment,daf5d3a7
05c618f4,False,1144783501,7.0,2,assessment,daf5d3a7
049419e7,True,1144783506,2.0,2,assessment,daf5d3a7
2c8fe61f,True,1144783512,4.0,2,assessment,daf5d3a7
8d525318,True,1144783517,4.0,2,assessment,daf5d3a7
ab50cacc,True,1144783521,3.0,2,assessment,daf5d3a7
6b003452,False,1144783527,4.0,2,assessment,daf5d3a7
ba7f8353,True,1144783531,3.0,2,assessment,daf5d3a7
9b007896,False,1144783548,4.0,2,assessment,daf5d3a7
90c3e515,False,1144783554,5.0,2,assessment,daf5d3a7
0e7998b5,False,1144783566,4.0,2,assessment,daf5d3a7
8468bd9b,False,1144783574,6.0,2,assessment,daf5d3a7
8468bd9b,False,1144783581,3.0,3,assessment,daf5d3a7
05c618f4,False,1144783888,12.0,3,assessment,daf5d3a7
90c3e515,False,1144783896,5.0,3,assessment,daf5d3a7
0e7998b5,False,1144783907,5.0,3,assessment,daf5d3a7
9b007896,True,1144783919,9.0,3,assessment,daf5d3a7
6b003452,True,1144783924,3.0,3,assessment,daf5d3a7
8468bd9b,True,1144783944,16.0,4,assessment,daf5d3a7
0e7998b5,True,1144783954,6.0,4,assessment,daf5d3a7
90c3e515,True,1144783958,4.0,4,assessment,daf5d3a7
05c618f4,True,1144783961,2.0,4,assessment,daf5d3a7
3e73f3a5,False,1144784403,1.0,1,assessment,daf5d3a7
3e73f3a5,False,1144784472,4.0,2,assessment,daf5d3a7
3e73f3a5,False,1144784539,12.0,3,assessment,daf5d3a7
3e73f3a5,True,1144784589,2.0,4,assessment,daf5d3a7
0e6e1a92,False,1144785669,4.0,1,assessment,daf5d3a7
0e6e1a92,False,1144785689,4.0,2,assessment,daf5d3a7
0e6e1a92,False,1144785701,7.0,3,assessment,daf5d3a7
0e6e1a92,False,1144785704,2.0,4,assessment,daf5d3a7
0e6e1a92,False,1144785709,1.0,5,assessment,daf5d3a7
0e6e1a92,True,1144785712,1.0,6,assessment,daf5d3a7
16ce6dc9,False,1144787138,5.0,1,assessment,daf5d3a7
6ccb709f,False,1144787150,2.0,1,assessment,daf5d3a7
53721093,False,1144787160,5.0,1,assessment,daf5d3a7
376c858c,False,1144787200,10.0,1,assessment,daf5d3a7
f0c49a1e,False,1144787213,4.0,1,assessment,daf5d3a7
eb9ea6c3,False,1144787309,2.0,1,assessment,daf5d3a7
f0c49a1e,False,1144787340,3.0,2,assessment,daf5d3a7
16ce6dc9,False,1144787351,6.0,2,assessment,daf5d3a7
6ccb709f,True,1144787359,2.0,2,assessment,daf5d3a7
376c858c,False,1144787389,4.0,2,assessment,daf5d3a7
53721093,False,1144787404,7.0,2,assessment,daf5d3a7
eb9ea6c3,False,1144787413,6.0,2,assessment,daf5d3a7
376c858c,False,1144787427,5.0,3,assessment,daf5d3a7
16ce6dc9,True,1144787460,3.0,3,assessment,daf5d3a7
53721093,True,1144787502,4.0,3,assessment,daf5d3a7
f0c49a1e,True,1144787564,2.0,3,assessment,daf5d3a7
eb9ea6c3,True,1144787571,2.0,3,assessment,daf5d3a7
376c858c,True,1144787592,9.0,4,assessment,daf5d3a7
16ce6dc9,True,1144787691,1.0,4,assessment,daf5d3a7
6ccb709f,True,1144787702,1.0,3,assessment,daf5d3a7
f0c49a1e,True,1144787707,1.0,4,assessment,daf5d3a7
eb9ea6c3,True,1144787709,1.0,4,assessment,daf5d3a7
53721093,True,1144787719,3.0,4,assessment,daf5d3a7
376c858c,True,1144787722,2.0,5,assessment,daf5d3a7
eb9ea6c3,True,1144787933,1.0,5,assessment,daf5d3a7
6ccb709f,True,1144787943,1.0,4,assessment,daf5d3a7
f0c49a1e,True,1144787947,2.0,5,assessment,daf5d3a7
53721093,True,1144787952,1.0,5,assessment,daf5d3a7
16ce6dc9,True,1144787959,1.0,5,assessment,daf5d3a7
376c858c,True,1144787969,1.0,6,assessment,daf5d3a7
b1c7fa80,False,1144868278,5.0,1,assessment,daf5d3a7
fe31ac78,False,1144868282,4.0,1,assessment,daf5d3a7
43854235,False,1144868286,2.0,1,assessment,daf5d3a7
b35d29cd,False,1144868289,2.0,1,assessment,daf5d3a7
9937c7df,False,1144868295,5.0,1,assessment,daf5d3a7
a00e88c6,False,1144868301,3.0,1,assessment,daf5d3a7
d69af017,False,1144868310,4.0,1,assessment,daf5d3a7
0ea0975b,False,1144868322,9.0,1,assessment,daf5d3a7
067fbde5,False,1144868332,5.0,1,assessment,daf5d3a7
