,user,item,time_elapsed,outcome,schedulers,introduced,durations,timestamps
0,1.0,1.0,0,1,1.0,1497922940,5.5,1497922940
0,1.0,1.0,73,1,1.0,1497922940,7.5,1497923013
0,1.0,1.0,253,0,1.0,1497922940,7,1497923266
0,1.0,1.0,148,0,1.0,1497922940,12,1497923414
0,1.0,1.0,111,0,1.0,1497922940,9,1497923525
0,1.0,1.0,79,0,1.0,1497922940,13,1497923604
0,1.0,2.0,0,1,1.0,1497922562,6.5,1497922562
0,1.0,2.0,65,0,1.0,1497922562,7,1497922627
0,1.0,2.0,99,0,1.0,1497922562,10,1497922726
0,1.0,2.0,90,0,1.0,1497922562,12,1497922816
0,1.0,2.0,60,1,1.0,1497922562,6.5,1497922876
0,1.0,2.0,115,0,1.0,1497922562,14,1497922991
0,1.0,2.0,94,1,1.0,1497922562,8.5,1497923085
0,1.0,2.0,129,0,1.0,1497922562,15,1497923214
0,1.0,2.0,110,1,1.0,1497922562,6.5,1497923324
0,1.0,2.0,119,0,1.0,1497922562,9,1497923443
0,1.0,2.0,95,0,1.0,1497922562,9,1497923538
0,1.0,2.0,50,1,1.0,1497922562,4.5,1497923588
0,1.0,3.0,0,0,1.0,1497922526,15,1497922526
0,1.0,3.0,71,0,1.0,1497922526,12,1497922597
0,1.0,3.0,59,1,1.0,1497922526,5.5,1497922656
0,1.0,3.0,144,0,1.0,1497922526,9,1497922800
0,1.0,3.0,90,1,1.0,1497922526,12.5,1497922890
0,1.0,3.0,156,0,1.0,1497922526,13,1497923046
0,1.0,3.0,100,0,1.0,1497922526,15,1497923146
0,1.0,3.0,100,0,1.0,1497922526,15,1497923246
0,1.0,3.0,0,0,1.0,1497922526,15,1497923246
0,1.0,3.0,70,0,1.0,1497922526,15,1497923316
0,1.0,3.0,43,1,1.0,1497922526,5.5,1497923359
0,1.0,3.0,59,1,1.0,1497922526,3.5,1497923418
0,1.0,3.0,94,1,1.0,1497922526,5.5,1497923512
0,1.0,3.0,97,1,1.0,1497922526,3.5,1497923609
0,1.0,4.0,,,1.0,,,
0,1.0,5.0,,,1.0,,,
0,1.0,6.0,0,1,1.0,1497922713,3.5,1497922713
0,1.0,6.0,75,0,1.0,1497922713,12,1497922788
0,1.0,6.0,120,0,1.0,1497922713,15,1497922908
0,1.0,6.0,97,1,1.0,1497922713,12.5,1497923005
0,1.0,6.0,123,0,1.0,1497922713,14,1497923128
0,1.0,6.0,127,0,1.0,1497922713,5,1497923255
0,1.0,6.0,81,1,1.0,1497922713,11.5,1497923336
0,1.0,6.0,125,0,1.0,1497922713,15,1497923461
0,1.0,6.0,91,1,1.0,1497922713,5.5,1497923552
0,1.0,7.0,,,1.0,,,
0,1.0,8.0,,,1.0,,,
0,1.0,9.0,0,1,1.0,1497922476,15.5,1497922476
0,1.0,9.0,57,1,1.0,1497922476,6.5,1497922533
0,1.0,9.0,161,1,1.0,1497922476,7.5,1497922694
0,1.0,9.0,233,1,1.0,1497922476,12.5,1497922927
0,1.0,9.0,269,1,1.0,1497922476,11.5,1497923196
0,1.0,9.0,287,1,1.0,1497922476,8.5,1497923483
0,1.0,10.0,,,1.0,,,
0,1.0,11.0,,,1.0,,,
0,1.0,12.0,0,1,1.0,1497923111,6.5,1497923111
0,1.0,12.0,58,1,1.0,1497923111,6.5,1497923169
0,1.0,12.0,210,1,1.0,1497923111,6.5,1497923379
0,1.0,12.0,197,1,1.0,1497923111,4.5,1497923576
0,1.0,13.0,,,1.0,,,
0,1.0,14.0,,,1.0,,,
0,1.0,15.0,0,1,1.0,1497923098,5.5,1497923098
0,1.0,15.0,56,1,1.0,1497923098,6.5,1497923154
0,1.0,15.0,199,1,1.0,1497923098,6.5,1497923353
0,1.0,15.0,218,1,1.0,1497923098,6.5,1497923571
0,1.0,16.0,,,1.0,,,
0,1.0,17.0,,,1.0,,,
0,1.0,18.0,0,1,1.0,1497922452,14.5,1497922452
0,1.0,18.0,49,1,1.0,1497922452,6.5,1497922501
0,1.0,18.0,174,0,1.0,1497922452,16,1497922675
0,1.0,18.0,153,1,1.0,1497922452,11.5,1497922828
0,1.0,18.0,1,1,1.0,1497922452,12.5,1497922829
0,1.0,18.0,247,1,1.0,1497922452,10.5,1497923076
0,1.0,18.0,221,0,1.0,1497922452,15,1497923297
0,1.0,18.0,1,0,1.0,1497922452,16,1497923298
0,1.0,18.0,100,1,1.0,1497922452,5.5,1497923398
0,1.0,18.0,144,1,1.0,1497922452,3.5,1497923542
0,1.0,19.0,0,1,1.0,1497922429,15.5,1497922429
0,1.0,19.0,65,0,1.0,1497922429,15,1497922494
0,1.0,19.0,113,1,1.0,1497922429,9.5,1497922607
0,1.0,19.0,151,0,1.0,1497922429,10,1497922758
0,1.0,19.0,111,1,1.0,1497922429,9.5,1497922869
0,1.0,19.0,195,1,1.0,1497922429,5.5,1497923064
0,1.0,19.0,215,1,1.0,1497922429,4.5,1497923279
0,1.0,19.0,195,1,1.0,1497922429,7.5,1497923474
0,1.0,20.0,,,1.0,,,
