Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:10:04,phone_電話_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:10:16,off campus_校外_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:10:27,small_小_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:10:39,duo1shao3_多少_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:10:46,nar3_哪兒_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:10:56,phone_電話_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:11:06,er4_二 / 貳_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:11:30,jiu3_九 / 玖_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:11:41,off campus_校外_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:11:48,er4_二 / 貳_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:11:57,live_住_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:12:15,nar3_哪兒_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:12:24,dorm_宿舍_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:12:32,jiu3_九 / 玖_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:12:37,small_小_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:12:46,duo1shao3_多少_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:12:51,dorm_宿舍_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:00,live_住_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:10,return_回_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:15,return_回_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:24,yi4qi3_一起_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:33,cai4_菜_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:45,goodbye_再見_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:13:55,recognize_認識_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:01,next time_下次_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:08,goodbye_再見_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:14,zai4_再_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:22,Korea_韓國_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:33,zai4_再_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:36,recognize_認識_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:14:48,chi1_吃_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:00,cai4_菜_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:03,chi1_吃_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:15,yi4qi3_一起_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:20,Korea_韓國_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:26,next time_下次_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:39,wait_等_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:15:53,people_位_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:05,dui4buqi3_對不起_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:10,zuo4_做_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:15,television_電視_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:26,look at_看_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:29,look at_看_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:42,deng3yi2xiar4_等一下兒_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:16:54,deng3yi2xiar4_等一下兒_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:01,zuo4_做_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:09,dui4buqi3_對不起_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:14,television_電視_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:22,speaking_我就是_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:30,shang4wang3_上網_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:39,people_位_HanziBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:47,shang4wang3_上網_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:17:57,speaking_我就是_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanziBK1-user189,2007-9-10/17:18:02,wait_等_HanziBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:39:44,ask_問_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:39:53,please_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:40:08,you - polite_您_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:40:11,ask_問_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:40:28,please_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:40:33,you - polite_您_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:40:54,wen4_問_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:07,please_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:13,nin2_您_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:20,wen4_問_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:24,please_請_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:35,structural_的_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:39,ask_問_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:47,qing3_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:41:53,de_的_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:42:01,you - polite_您_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:42:17,family name_姓_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:42:27,structural_的_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:42:35,qing3_請_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:42:48,family name_姓_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:42:58,wen4_問_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:43:07,English_英文_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:43:15,family name_姓_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:43:22,please_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:43:42,xing4_姓_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:43:53,ying1wen2_英文_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:44:00,please_請_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:44:13,xing4_姓_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:44:19,structural_的_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:44:30,qing3_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:44:46,xing4_姓_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:44:53,ask_問_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:00,qing3_請_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:17,family name_姓_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:22,you - polite_您_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:31,qing3_請_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:42,what_什麼_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:53,wen4_問_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:45:58,Chinese_中文_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:46:09,what_什麼_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:46:15,classmate_同學_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:46:23,zhong1wen2_中文_HanzipracticeBK1,INCORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:46:32,shen2me_什麼_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:46:40,xing4_姓_HanzipracticeBK1,CORRECT
Stu_0a54983b83e8d1560237404c181a2b22,session-HanzipracticeBK1-user189,2007-9-19/21:46:47,zhong1wen2_中文_HanzipracticeBK1,CORRECT
